Conductor_Copper_loss,Dielectric_Air_loss,epoch,initial_phi_port_port1_loss,initial_phi_port_port2_loss,mean_loss,step
44242.5546875,1.3434509039088327e-13,0,34.66343307495117,16.38592529296875,11073.4013671875,0
25207.341796875,7.37941405573074e-14,1,22.39539337158203,11.153246879577637,6310.22265625,1
12854.306640625,3.612474902547902e-14,2,13.560355186462402,9.18759822845459,3219.263671875,2
6063.33349609375,1.701211803264817e-14,3,6.959987640380859,9.373310089111328,1519.916748046875,3
3575.571044921875,1.1959853646445386e-14,4,3.404395818710327,10.545001983642578,897.380126953125,4
3762.178466796875,1.5264167290167038e-14,5,2.168992519378662,11.634255409240723,943.9954223632812,5
4860.10107421875,2.0881305243399505e-14,6,2.072387456893921,11.755483627319336,1218.482177734375,6
5601.44091796875,2.4448562477904362e-14,7,2.355478286743164,10.72742748260498,1403.6309814453125,7
5547.56494140625,2.449683657963428e-14,8,2.646771192550659,8.983799934387207,1389.798828125,8
4825.9189453125,2.1606797433052286e-14,9,2.795288324356079,6.9095072746276855,1208.9058837890625,9
3768.563720703125,1.7133192922128698e-14,10,2.624488353729248,4.832910060882568,944.0053100585938,10
2690.46484375,1.2410002530000106e-14,11,2.3052501678466797,3.170353651046753,673.985107421875,11
1814.861328125,8.372011817256355e-15,12,1.9527781009674072,1.9229661226272583,454.6842956542969,12
1242.025634765625,5.496938895819398e-15,13,1.6509143114089966,1.1349178552627563,311.202880859375,13
957.068115234375,3.804366320396806e-15,14,1.3945509195327759,0.7766075134277344,239.809814453125,14
888.2476196289062,3.062871349029787e-15,15,1.242617130279541,0.7583342790603638,222.56214904785156,15
944.4326782226562,2.954791427267796e-15,16,1.1219981908798218,0.9710208177566528,236.6314239501953,16
1046.6815185546875,3.1806644093561797e-15,17,0.9971951842308044,1.3029441833496094,262.24542236328125,17
1139.2359619140625,3.48129906046807e-15,18,0.8436771631240845,1.6515254974365234,285.43280029296875,18
1185.08154296875,3.683312183223484e-15,19,0.7062041163444519,1.9405579566955566,296.93206787109375,19
1168.058837890625,3.6960850165516056e-15,20,0.6008289456367493,2.1334757804870605,292.6982727050781,20
1090.874267578125,3.502605962498015e-15,21,0.4960037171840668,2.2016193866729736,273.3929748535156,21
968.2359008789062,3.1349883694337284e-15,22,0.41751396656036377,2.1508734226226807,242.70106506347656,22
819.9725952148438,2.65745469893604e-15,23,0.36288726329803467,2.0023553371429443,205.58445739746094,23
667.772216796875,2.142930676115283e-15,24,0.32471269369125366,1.7855769395828247,167.4706268310547,24
528.8270874023438,1.6573480750363108e-15,25,0.30440255999565125,1.5310639142990112,132.66563415527344,25
414.5013122558594,1.2485119529344986e-15,26,0.29616856575012207,1.2675727605819702,104.01626586914062,26
330.0942687988281,9.44352480091728e-16,27,0.29715171456336975,1.0045167207717896,82.84898376464844,27
276.0090026855469,7.527830618177223e-16,28,0.3041648268699646,0.7730639576911926,69.27156066894531,28
248.54176330566406,6.657519617345598e-16,29,0.31424227356910706,0.5826128721237183,62.35965347290039,29
241.58563232421875,6.610372175314648e-16,30,0.32474902272224426,0.434144526720047,60.58613204956055,30
247.9357147216797,7.100335736675938e-16,31,0.32202357053756714,0.32071295380592346,62.14461135864258,31
260.0013732910156,7.824620374983289e-16,32,0.3149631917476654,0.24069659411907196,65.1392593383789,32
271.5520935058594,8.52552637455083e-16,33,0.30544009804725647,0.18945536017417908,68.01174926757812,33
277.9657287597656,8.997838298686932e-16,34,0.29385465383529663,0.16030153632164001,69.60497283935547,34
276.816650390625,9.12683824018021e-16,35,0.2810822129249573,0.14817389845848083,69.31147766113281,35
267.2596130371094,8.896340458199817e-16,36,0.2685873210430145,0.14980724453926086,66.91950225830078,36
250.22303771972656,8.349529868770331e-16,37,0.25780391693115234,0.16332417726516724,62.661041259765625,37
227.9537353515625,7.591593140864159e-16,38,0.24976539611816406,0.1887771338224411,57.09806823730469,38
203.20249938964844,6.758492297405415e-16,39,0.24530602991580963,0.22591809928417206,50.91843032836914,39
178.91323852539062,5.973345694859882e-16,40,0.244744211435318,0.27237096428871155,44.85758972167969,40
157.37942504882812,5.333906758692218e-16,41,0.2479807585477829,0.32598739862442017,39.48834991455078,41
140.09707641601562,4.888639537770762e-16,42,0.25473612546920776,0.38061079382896423,35.18310546875,42
127.8967514038086,4.640796109217377e-16,43,0.2641087472438812,0.43477344512939453,32.14890670776367,43
120.48661041259766,4.558454448228011e-16,44,0.2749771773815155,0.4846750497817993,30.311565399169922,44
116.79280090332031,4.584735233603351e-16,45,0.28630104660987854,0.5267354846000671,29.401458740234375,45
115.56529998779297,4.658914143959147e-16,46,0.2973005473613739,0.5584871172904968,29.10527229309082,46
115.38204956054688,4.729786449447098e-16,47,0.3074418008327484,0.5790041089057922,29.067123413085938,47
115.01996612548828,4.759045614423222e-16,48,0.3165725767612457,0.5888247489929199,28.981340408325195,48
113.80036163330078,4.727912389051298e-16,49,0.32596856355667114,0.5896043181419373,28.678983688354492,49
111.37029266357422,4.632345896777332e-16,50,0.3346724212169647,0.583751380443573,28.072179794311523,50
107.71516418457031,4.481206631625195e-16,51,0.341937780380249,0.5739477276802063,27.15776252746582,51
102.99515533447266,4.2895423986006557e-16,52,0.3479197323322296,0.5626938343048096,25.976442337036133,52
97.5651626586914,4.0748478691358643e-16,53,0.35267525911331177,0.5520973801612854,24.617483139038086,53
