conductor_1_loss,conductor_2_loss,dielectric_loss,epoch,initial_phi_port_port1_loss,initial_phi_port_port2_loss,mean_loss,step
6.485733509063721,6.4857354164123535,0.0006264417315833271,0,102.91759490966797,97.32681274414062,42.6432991027832,0
6.109718322753906,6.109720706939697,0.0005901232943870127,1,102.80592346191406,97.42430877685547,42.49005126953125,1
5.782079696655273,5.78208065032959,0.0005584774189628661,2,102.70580291748047,97.51213073730469,42.356529235839844,2
5.468696594238281,5.468698978424072,0.0005282085039652884,3,102.60725402832031,97.59882354736328,42.22880172729492,3
5.162630558013916,5.162628650665283,0.0004986462881788611,4,102.508544921875,97.6860580444336,42.10407257080078,4
4.861630439758301,4.861628532409668,0.0004695733077824116,5,102.4085922241211,97.77462768554688,41.981388092041016,5
4.564960956573486,4.564955234527588,0.00044091863674111664,6,102.30732727050781,97.86469268798828,41.8604736328125,6
4.272504806518555,4.272503852844238,0.0004126711282879114,7,102.20448303222656,97.95655822753906,41.74129104614258,7
3.9844884872436523,3.9844884872436523,0.0003848522901535034,8,102.09989166259766,98.05025482177734,41.6239013671875,8
3.70131778717041,3.701319932937622,0.00035750152892433107,9,101.9936752319336,98.14579772949219,41.50849533081055,9
