conductor_1_loss,conductor_2_loss,dielectric_loss,epoch,initial_phi_port_port1_loss,initial_phi_port_port2_loss,mean_loss,step
0.3410860002040863,0.3922904431819916,2.2606108651679335e-10,0,86.2138671875,128.90550231933594,43.17054748535156,0
0.3327619433403015,0.3827168047428131,2.2054418014061383e-10,1,86.27900695800781,128.4713897705078,43.09317398071289,1
0.32534274458885193,0.3741838037967682,2.156269884867612e-10,2,86.34009552001953,128.08139038085938,43.02420425415039,2
0.3181154429912567,0.3658715486526489,2.1083694512480378e-10,3,86.40211486816406,127.69898986816406,42.9570198059082,3
0.310930460691452,0.357607901096344,2.0607497652758155e-10,4,86.46630096435547,127.31637573242188,42.89024353027344,4
0.30373460054397583,0.3493318259716034,2.0130577760291146e-10,5,86.53316497802734,126.9305419921875,42.82335662841797,5
0.2965056300163269,0.34101757407188416,1.9651465177350502e-10,6,86.60327911376953,126.53995513916016,42.75614929199219,6
0.2892334461212158,0.3326537013053894,1.9169485443448764e-10,7,86.67708587646484,126.14381408691406,42.68855667114258,7
0.2819145619869232,0.32423609495162964,1.8684413738423444e-10,8,86.75459289550781,125.74186706542969,42.620521545410156,8
0.2745491862297058,0.31576502323150635,1.8196258388947228e-10,9,86.83592987060547,125.33406829833984,42.55206298828125,9
