conductor_1_loss,conductor_2_loss,dielectric_loss,epoch,initial_phi_port_port1_loss,initial_phi_port_port2_loss,mean_loss,step
0.5913600325584412,0.5149888396263123,4.530222030840747e-10,0,155.48538208007812,77.59672546386719,46.83769226074219,0
0.5823416113853455,0.5071350336074829,4.461135072464373e-10,1,154.87001037597656,77.70759582519531,46.73341751098633,1
0.5743007659912109,0.50013267993927,4.3995371235006075e-10,2,154.3182373046875,77.80955505371094,46.640445709228516,2
0.5664491653442383,0.49329501390457153,4.3393882931397343e-10,3,153.77699279785156,77.91150665283203,46.54964828491211,3
0.5586190223693848,0.48647621273994446,4.279404608453774e-10,4,153.23487854003906,78.01561737060547,46.4591178894043,4
0.5507504940032959,0.4796236753463745,4.219124771775995e-10,5,152.68814086914062,78.12217712402344,46.36813735961914,5
0.5428155064582825,0.47271353006362915,4.1583381182874746e-10,6,152.13485717773438,78.2315673828125,46.276390075683594,6
0.5348014235496521,0.4657343327999115,4.096944172804484e-10,7,151.57386779785156,78.3442153930664,46.18372344970703,7
0.5267017483711243,0.45868077874183655,4.0348957508484773e-10,8,151.00439453125,78.4605712890625,46.09006881713867,8
0.518514096736908,0.4515506327152252,3.9721728684050106e-10,9,150.42601013183594,78.58087921142578,45.995391845703125,9
