Conductor_Copper_loss,Dielectric_Air_loss,epoch,initial_phi_port_port1_loss,initial_phi_port_port2_loss,mean_loss,step
11008.0166015625,2.2958779179972882e-20,0,255427739648.0,142109425664.0,99384295424.0,0
47248.30859375,2.620663793920728e-19,1,1077402992640.0,3437546700800.0,1128737406976.0,1
6571.64599609375,5.505794936509647e-20,2,113073643520.0,416091439104.0,132291272704.0,2
1425.2667236328125,1.6940826966147932e-20,3,45802385408.0,9683461120.0,13871462400.0,3
585.1361694335938,1.1995205364366444e-20,4,105084264448.0,46352105472.0,37859094528.0,4
250.20242309570312,7.595157844177695e-21,5,87998611456.0,65044660224.0,38260817920.0,5
131.48785400390625,3.644071487181338e-21,6,29209571328.0,33659996160.0,15717392384.0,6
50.42711639404297,1.707112366459959e-21,7,4974927360.0,11704132608.0,4169765120.0,7
9.780256271362305,1.1965482600070654e-21,8,1245038976.0,2838016768.0,1020763968.0,8
62.89753723144531,1.4513786556553933e-21,9,1372184448.0,299277152.0,417865408.0,9
88.4705581665039,1.6956305906477757e-21,10,3795210752.0,6042912256.0,2459530752.0,10
39.68632888793945,1.4781346971023768e-21,11,1547268352.0,11765642240.0,3328227584.0,11
7.826876640319824,1.1211349750034623e-21,12,70539408.0,11017321472.0,2771965184.0,12
15.949566841125488,8.541747511538686e-22,13,1281580672.0,4838246912.0,1529956864.0,13
32.23068618774414,7.570170769668128e-22,14,1977681280.0,1421527680.0,849802240.0,14
38.27501678466797,7.836374595816473e-22,15,1235016960.0,1441214336.0,669057856.0,15
37.4970588684082,8.961135756141957e-22,16,745216000.0,3173648128.0,979716032.0,16
33.035430908203125,1.003860413721959e-21,17,942132800.0,4141233664.0,1270841600.0,17
23.719526290893555,1.0130568405590552e-21,18,826735936.0,4007252480.0,1208497152.0,18
13.263253211975098,9.20971605101443e-22,19,390348160.0,3232706816.0,905763776.0,19
8.77230453491211,8.047726209543286e-22,20,658087936.0,2168971264.0,706764800.0,20
8.587697982788086,7.147658383444692e-22,21,1205883904.0,1181810944.0,596923712.0,21
