conductor_1_loss,conductor_2_loss,dielectric_loss,epoch,initial_phi_port_port1_loss,initial_phi_port_port2_loss,mean_loss,step
0.15672679245471954,0.1653933823108673,1.5479446890953596e-10,0,141.86874389648438,66.8969955444336,41.81757354736328,0
0.15238122642040253,0.1608075350522995,1.505024854742132e-10,1,141.22311401367188,67.29955291748047,41.76716995239258,1
0.14849118888378143,0.15670236945152283,1.4666040604183195e-10,2,140.63832092285156,67.66675567626953,41.72205352783203,2
0.14470121264457703,0.15270283818244934,1.4291717809200577e-10,3,140.062255859375,68.03087615966797,41.67810821533203,3
0.1409374177455902,0.14873091876506805,1.3919979058307774e-10,4,139.4837646484375,68.39881134033203,41.63444900512695,4
0.13717396557331085,0.14475934207439423,1.354827222632693e-10,5,138.89889526367188,68.77324676513672,41.590816497802734,5
0.13340041041374207,0.1407771110534668,1.3175567581402703e-10,6,138.30569458007812,69.15533447265625,41.54704284667969,6
0.1296125054359436,0.1367797702550888,1.280144740212208e-10,7,137.70338439941406,69.5457763671875,41.503108978271484,7
0.12580913305282593,0.13276609778404236,1.2425800666182596e-10,8,137.09158325195312,69.94493865966797,41.45901870727539,8
0.12199115753173828,0.12873698770999908,1.20487106403111e-10,9,136.4696807861328,70.35325622558594,41.41473388671875,9
